bathrooms,bedrooms,square_feet,latitude,longitude,price
1,1,600,47.4608,-122.2095,1260
1,1,600,47.4608,-122.2095,1260
1,3,600,33.3898,-111.9272,1250
1,1,600,40.5649,-105.0824,1250
1,1,600,39.1268,-76.5127,1200
1,1,600,33.9386,-84.6151,1171
1,1,600,43.2523,-70.8736,1170
1,1,600,45.5091,-122.6449,1150
1,1,600,30.3054,-97.7497,1148
1,1,600,30.3054,-97.7497,1125
1,1,600,39.736,-104.9819,1125
1,1,600,43.0724,-89.4003,1125
1,1,600,45.5091,-122.6449,1095
1,1,600,45.5091,-122.6449,1095
1,1,600,26.1571,-80.1523,1095
1,1,600,26.1343,-80.233,1095
1,1,600,30.3054,-97.7497,1075
1,1,600,30.3054,-97.7497,1075
1,1,600,32.0057,-102.1036,1055
1,1,600,39.5816,-105.0387,1050
1,1,600,39.9974,-82.9829,1050
1,1,600,31.8666,-102.3901,1040
1,1,600,39.9974,-82.9829,1040
1,1,600,30.3054,-97.7497,1032
1,1,600,30.3054,-97.7497,1025
1,1,600,28.5163,-81.3644,1009
1,1,600,61.1723,-149.8414,1000
1,1,600,26.6138,-80.0897,1000
1,1,600,30.4433,-97.6282,995
1,1,600,30.3054,-97.7497,995
1,2,600,42.9908,-89.5684,995
1,1,600,27.3375,-82.5126,995
1,2,600,40.4969,-86.9659,980
0,1,600,30.3054,-97.7497,974
1,1,600,33.9649,-84.5107,963
1,2,600,40.5059,-80.1869,950
1,2,600,30.4973,-97.8276,949
1,1,600,40.7061,-111.9048,925
1,1,600,30.3054,-97.7497,905
1,1,600,30.3054,-97.7497,899
1,1,600,30.2989,-81.6324,895
1,1,600,29.4624,-98.5253,895
1,2,600,38.9571,-95.2657,880
1,1,600,32.8436,-96.7006,870
1,1,600,32.7407,-97.3394,850
1,1,600,39.1471,-86.5136,850
1,1,600,29.4624,-98.5253,849
1,1,600,41.2562,-96.0404,840
1,1,600,29.717,-95.612,835
1,1,600,29.6533,-98.4261,830
1,1,600,38.6274,-90.304,830
1,1,600,47.4394,-117.6274,825
1,1,600,42.9497,-85.6417,825
1,1,600,40.4448,-79.9725,825
1,1,600,35.9907,-78.9074,815
1,1,600,36.0808,-79.4527,814
1,1,600,44.0346,-92.468,810
1,1,600,38.6274,-90.304,809
1,1,600,39.0744,-94.5521,800
1,2,600,38.3454,-81.6219,795
1,2,600,42.2368,-83.6103,789
1,1,600,29.1812,-81.0341,780
1,1,600,36.1554,-115.1733,775
1,1,600,41.5835,-93.7597,765
1,1,600,30.2989,-81.6324,755
1,1,600,39.1471,-86.5136,750
1,2,600,35.4751,-97.5035,750
1,1,600,40.5007,-80.0667,750
1,1,600,39.1471,-86.5136,740
1,1,600,43.7012,-85.4657,740
1,1,600,43.7012,-85.4657,740
1,1,600,32.9954,-96.7849,735
1,1,600,32.9954,-96.7849,735
1,1,600,39.1471,-86.5136,725
1,1,600,42.9112,-78.8171,725
1,1,600,39.397,-84.5558,720
1,2,600,40.1171,-88.1889,712
1,1,600,41.5844,-93.6594,710
1,1,600,32.722,-97.083,704
1,1,600,42.2686,-84.945,700
1,1,600,39.1471,-86.5136,700
1,2,600,32.4842,-92.6682,700
1,0,600,42.7199,-84.5731,700
1,1,600,43.6055,-83.8209,699
1,1,600,29.4624,-98.5253,699
1,1,600,39.1471,-86.5136,695
1,1,600,41.2562,-96.0404,695
1,1,600,38.6274,-90.304,690
1,1,600,36.2548,-115.5263,675
0,1,600,42.2641,-89.0692,650
1,1,600,33.5944,-112.1837,645
1,1,600,42.0259,-93.6516,645
1,3,600,39.7953,-86.1387,639
1,1,600,39.1263,-84.5172,635
1,1,600,42.0216,-93.6727,615
1,1,600,34.7264,-92.348,605
1,2,600,36.2548,-115.5263,599
1,2,600,36.2548,-115.5263,599
1,2,600,36.2548,-115.5263,599
1,1,600,36.116,-95.9281,589
1,1,600,29.7714,-95.4343,580
1,1,600,39.1103,-94.702,575
1,1,600,42.0621,-93.8855,550
1,1,600,42.418,-83.1068,550
1,1,600,40.1145,-88.2723,539
1,1,600,37.7059,-85.8628,509
1,1,600,26.19,-97.7023,500
1,1,600,39.7539,-84.2418,500
1,1,600,38.6274,-90.304,495
1,2,600,48.2469,-101.3017,495
1,1,600,37.8203,-96.8648,450
1,2,601,44.9776,-93.3594,1474
1,1,601,30.3054,-97.7497,1285
1,1,601,30.3054,-97.7497,1250
1,1,601,32.8255,-97.1039,860
1,1,602,42.328,-71.071,2835
1,1,602,39.905,-74.9965,1305
1,1,602,39.9071,-75.0838,1110
1,1,602,30.3054,-97.7497,905
1,1,602,29.7714,-95.4343,780
1,2,602,43.0531,-87.9659,605
1,2,603,33.8056,-118.1696,2250
1,1,603,47.616,-122.3275,2000
1,1,603,38.9974,-76.8818,1450
1,1,603,38.9401,-92.3167,1299
1,1,603,30.4415,-91.1012,1200
1,1,603,48.7871,-122.4437,1150
1,1,603,30.3054,-97.7497,1130
1,1,603,30.3054,-97.7497,1085
1,2,603,32.7407,-97.3394,1075
1,1,603,29.7714,-95.4343,915
1,1,603,30.3054,-97.7497,860
1,1,603,42.5286,-92.4509,750
1,1,604,47.616,-122.3275,2000
1,2,604,47.616,-122.3275,1720
1,1,604,30.3054,-97.7497,1409
1,3,604,46.8608,-96.8096,1005
1,1,604,33.1932,-87.5349,950
1,1,604,30.3054,-97.7497,890
1,1,605,45.5091,-122.6449,1449
1.5,1,605,45.5091,-122.6449,1395
1,1,605,38.8562,-104.772,1094
1,1,605,36.3741,-94.2105,1050
1,1,605,43.0367,-86.1865,965
1,1,605,38.8842,-94.5213,675
1,4,605,37.1892,-93.2908,557
1,1,606,32.8212,-96.7853,1730
1,3,606,38.8738,-77.1055,1530
1,0,606,38.8571,-77.0609,1530
1,1,606,45.5091,-122.6449,1295
1,1,606,61.1723,-149.8414,895
1,1,607,37.53,-77.477,1300
1,1,607,29.4624,-98.5253,1149
1,1,607,29.8831,-97.945,959
1,1,607,34.0505,-81.0098,675
1,1,608,30.3054,-97.7497,1176
1,1,608,30.3054,-97.7497,975
1,1,608,30.4433,-97.6282,877
1,1,608,43.0531,-87.9659,800
1,1,608,43.0531,-87.9659,775
1,1,608,35.471,-97.5299,575
1,1,609,37.7599,-122.4379,4195
1,1,609,47.6124,-122.1427,1860
1,1,609,35.9907,-78.9074,1500
1,1,609,29.7714,-95.4343,1355
1,2,609,45.2924,-93.4325,1135
1,2,609,43.0724,-89.4003,1045
1,1,609,40.8382,-111.9184,970
1,1,610,37.5444,-121.982,2000
1,1,610,37.6812,-121.7519,1870
1,2,610,33.7696,-118.1926,1808
1,1,610,34.0524,-117.9132,1745
1,1,610,30.3054,-97.7497,1150
1,1,610,26.6045,-80.1102,1000
1,1,610,32.0057,-102.1036,975
1,1,610,35.9003,-78.7061,966
1,1,610,30.3054,-97.7497,930
1,1,610,38.8565,-104.7149,805
1,1,610,32.8524,-97.0886,745
1,1,610,40.3613,-86.9005,685
1,1,610,40.2874,-84.1585,665
1,1,610,36.0909,-79.9272,650
1,1,610,40.3613,-86.9005,550
1,1,611,42.3362,-71.1037,2700
1,1,611,41.8625,-87.6825,2060
1,2,611,30.3054,-97.7497,1299
1,2,611,33.8007,-84.4083,1089
1,1,611,30.3054,-97.7497,1049
1,3,611,47.9179,-97.0658,880
1,1,611,29.4624,-98.5253,878
1,3,611,46.8608,-96.8096,825
1,1,611,61.1723,-149.8414,790
1,1,611,40.4448,-79.9725,551
1,2,612,30.3054,-97.7497,1735
1,3,612,30.3054,-97.7497,1726
1,1,612,30.3054,-97.7497,1686
1,1,612,42.829,-71.658,1369
1,1,612,43.0724,-89.4003,1235
1,1,612,29.4624,-98.5253,1097
1,2,612,43.0724,-89.4003,1070
1,1,612,29.4624,-98.5253,1039
1,1,612,40.7061,-111.9048,980
1,1,612,29.7714,-95.4343,649
1,1,612,33.4632,-94.0736,520
1,1,613,37.7599,-122.4379,3395
1,1,613,34.1375,-118.1656,2187
1,1,613,42.5784,-83.032,2100
1,2,613,34.1594,-118.2498,2096
1,3,613,38.9598,-77.3615,1924
1,1,613,33.8323,-117.9079,1700
1,1,613,28.0076,-82.4792,1499
1,1,613,40.0054,-75.1415,1200
1,2,613,29.7714,-95.4343,1200
1,1,613,29.4624,-98.5253,965
1,1,613,42.5784,-83.032,895
1,1,613,29.5605,-98.496,853
1,1,613,42.663,-83.0352,853
1,1,614,37.7599,-122.4379,3486
1,1,614,40.722,-74.0644,2287
1,1,614,33.7834,-118.1506,1965
1,1,614,33.7834,-118.1506,1940
1,1,614,41.8625,-87.6825,1815
1,1,614,40.7061,-111.9048,1295
1,1,614,29.7714,-95.4343,1065
1,4,614,40.1145,-88.2723,899
1,1,614,29.7714,-95.4343,590
1,1,615,39.145,-77.1376,1649
1,1,615,32.8288,-116.7554,1350
1,1,615,45.5091,-122.6449,1295
1,3,615,29.4624,-98.5253,1236
1,1,615,35.2505,-97.4596,990
1,1,615,29.4624,-98.5253,975
1,1,615,39.1471,-86.5136,950
1,1,615,39.0744,-94.5521,695
1,1,615,35.8199,-90.7016,595
1,1,615,39.1103,-94.702,575
1,1,615,26.19,-97.7023,535
1,1,616,30.3054,-97.7497,1451
1,1,616,39.065,-76.9815,1235
1,1,616,34.0035,-118.0357,1225
1,3,616,38.9633,-76.9375,1219
1,1,616,32.9158,-96.8961,1110
1,1,616,43.2128,-89.3435,1025
1,1,616,39.0744,-94.5521,778
1,1,617,47.6869,-122.1896,1935
1,1,617,33.5178,-112.0848,1365
1,1,617,42.9833,-71.4574,1239
1,1,617,35.9515,-77.8025,635
1,1,618,42.2676,-71.8079,1325
1,1,618,29.7714,-95.4343,1109
1,1,618,32.6924,-97.1324,970
1,1,618,32.8212,-96.7853,830
1,1,618,36.1106,-79.7406,635
1,1,618,32.2264,-110.9438,595
1,3,619,25.7236,-80.269,1680
1,1,619,44.8144,-93.1655,1345
1,4,619,39.1679,-84.4933,1040
1,1,619,41.6595,-91.535,1000
1,1,619,42.5281,-96.5033,820
1,1,619,29.4624,-98.5253,810
1,1,619,43.5329,-96.7265,680
1,1,620,40.7236,-74.3006,1995
1,1,620,34.0372,-118.2972,1850
1,1,620,47.616,-122.3275,1650
1,1,620,40.0054,-75.1415,1595
1,1,620,33.9069,-118.0806,1495
1,1,620,47.4608,-122.2095,1360
1,1,620,42.6398,-71.3184,1289
1,1,620,44.9405,-93.1027,1275
1,1,620,30.3054,-97.7497,1269
1,1,620,30.3054,-97.7497,1225
1,1,620,35.1825,-111.6031,1212
1,1,620,30.3054,-97.7497,1195
1,1,620,39.8163,-98.5576,1145
1,1,620,42.9338,-70.8233,1105
1,1,620,39.1679,-84.4933,1085
1,1,620,39.1471,-86.5136,1055
1,1,620,39.0744,-94.5521,925
1,1,620,30.5118,-97.6873,925
1,1,620,29.8831,-97.945,915
1,1,620,30.3054,-97.7497,899
1,1,620,40.7061,-111.9048,899
1,1,620,29.8055,-98.1548,899
1,1,620,30.3054,-97.7497,875
1,1,620,40.4969,-86.9659,875
1,1,620,30.5118,-97.6873,859
1,1,620,37.6108,-77.44,851
1,1,620,32.7767,-97.0816,840
1,1,620,37.1888,-77.4306,825
1,1,620,29.7961,-94.9758,799
1,1,620,34.2057,-77.8894,780
1,2,620,33.5178,-112.0848,767
1,1,620,41.2376,-85.8527,750
1,1,620,39.0805,-94.3997,600
1,1,621,38.9118,-77.0132,2150
1,2,621,30.3054,-97.7497,1690
1,3,621,30.3054,-97.7497,1050
1,1,621,33.5178,-112.0848,900
1,1,621,36.116,-95.9281,900
1,1,621,42.7509,-73.6189,825
1,1,621,35.6696,-78.6648,824
1,3,622,37.3108,-121.8645,2624
1,2,622,42.4194,-71.111,2145
1,1,622,42.2919,-71.4269,2000
1,1,622,39.0747,-76.7017,1460
1,1,622,41.8625,-87.6825,1417
1,1,622,38.6487,-77.3152,1235
1,1,622,38.942,-76.9632,1148
1,1,622,28.0076,-82.4792,1115
1,1,622,29.4624,-98.5253,884
1,1,622,29.4624,-98.5253,802
1,1,622,29.7864,-94.9631,759
1,1,622,35.1038,-106.611,739
1,1,622,41.6675,-83.5837,680
1,1,623,30.3054,-97.7497,1970
1,1,623,32.8212,-96.7853,1335
1,1,623,29.6533,-82.3656,1294
1,1,623,45.5091,-122.6449,1275
1,1,623,47.5968,-122.7026,1240
1,1,623,38.8562,-104.772,1235
1,1,623,30.3054,-97.7497,1145
1,3,623,39.0459,-104.8179,1139
1,1,623,27.7873,-82.6772,914
1,3,623,41.6013,-93.8697,810
1,1,623,40.4448,-79.9725,605
1,2,624,37.9407,-122.3533,2281
1,1,624,45.6558,-122.5888,1360
1,1,624,39.7436,-105.063,1240
1,1,624,35.2016,-80.8124,1239
1,1,624,30.3054,-97.7497,1099
1,2,624,39.1471,-86.5136,1040
1,1,624,30.3054,-97.7497,1035
1,1,624,42.2711,-83.745,1029
1,1,624,42.2711,-83.745,1009
1,1,624,35.1038,-106.611,975
1,1,624,37.6249,-77.4948,975
1,1,624,42.2837,-85.5793,675
1,1,624,38.9885,-84.6468,580
1,1,625,37.3905,-122.0796,2195
1,1,625,33.7848,-84.3922,1933
1,1,625,39.8163,-98.5576,1675
1,1,625,47.616,-122.3275,1595
1,1,625,47.75,-122.24,1550
1,1,625,47.3949,-122.0287,1495
1,1,625,32.7876,-117.1265,1450
1,1,625,47.3949,-122.0287,1445
1,1,625,25.7603,-80.3005,1430
1,1,625,30.3054,-97.7497,1403
1,1,625,41.8625,-87.6825,1375
1,1,625,30.3054,-97.7497,1275
1,1,625,47.5968,-122.7026,1185
1,1,625,26.0066,-80.2959,1179
1,1,625,30.3054,-97.7497,1154
1,1,625,30.1763,-97.7784,1120
1,2,625,26.2142,-80.2217,1100
1,1,625,37.9824,-121.2995,1099
1,1,625,45.5221,-123.1071,1075
1,1,625,30.3054,-97.7497,1047
1,1,625,30.3054,-97.7497,1039
1,1,625,30.3054,-97.7497,1024
1,1,625,30.0066,-97.8071,1009
1,1,625,33.3898,-111.9272,1000
1,1,625,29.4624,-98.5253,999
1,1,625,30.4433,-97.6282,955
1,1,625,30.3054,-97.7497,955
1,1,625,32.7407,-97.3394,950
1,1,625,30.4601,-84.2714,949
1,1,625,41.2562,-96.0404,795
1,1,625,39.1471,-86.5136,710
1,1,625,39.1679,-84.4933,709
1,1,625,29.7714,-95.4343,690
1,1,625,38.0604,-84.4531,630
1,1,625,39.0744,-94.5521,425
1,1,626,30.3054,-97.7497,1592
1,1,626,26.7173,-80.1164,1334
1,1,626,30.3054,-97.7497,1145
1,1,626,29.8831,-97.945,930
1,1,627,45.5091,-122.6449,1375
1,2,627,33.7848,-84.3922,1245
1,1,627,41.5672,-90.462,1050
1,1,627,30.3054,-97.7497,1001
1,1,627,39.3191,-76.6126,941
1,1,627,30.3054,-97.7497,916
1,1,627,29.7714,-95.4343,799
1,1,627,31.1254,-93.2763,499
1,1,628,29.7714,-95.4343,1790
1,0,628,38.8571,-77.0609,1568
1,1,628,41.8625,-87.6825,1495
1,1,628,40.9047,-74.1194,1376
1,1,628,29.7714,-95.4343,1060
1,1,628,30.0066,-97.8071,1031
1,1,628,42.9408,-88.0498,1000
1,2,628,37.5802,-77.5191,979
1,1,628,29.565,-98.3361,925
1,1,628,32.2264,-110.9438,835
1,1,629,37.7599,-122.4379,3851
1,1,629,42.331,-71.0434,2695
1,1,629,30.3054,-97.7497,1595
1,2,629,33.945,-117.4074,1490
1,1,629,30.3054,-97.7497,1260
1,1,629,30.3054,-97.7497,1145
1,1,629,30.0066,-97.8071,1030
1,1,629,29.4624,-98.5253,1019
1,1,629,39.0146,-94.2843,815
1,1,629,32.878,-96.7511,780
1,1,630,34.2802,-119.2268,1650
1,0,630,39.0017,-77.0353,1623
1,2,630,47.4831,-122.1298,1607
1,1,630,42.1733,-71.0495,1550
1,1,630,33.2181,-117.3166,1510
1,1,630,40.4448,-79.9725,1326
1,1,630,38.6274,-90.304,1308
1,1,630,29.7714,-95.4343,1299
1,1,630,38.8562,-104.772,1263
1,1,630,41.8625,-87.6825,1213
1,1,630,29.7714,-95.4343,1200
1,1,630,39.6767,-104.8854,1180
1,1,630,39.6767,-104.8854,1160
1,1,630,39.6767,-104.8854,1135
1,1,630,40.3942,-79.9046,1121
1,1,630,30.3054,-97.7497,1100
1,1,630,38.9577,-104.7566,1065
1,1,630,41.5506,-72.0272,1045
1,1,630,29.4624,-98.5253,1039
1,1,630,42.5286,-92.4509,1000
1,1,630,30.3054,-97.7497,990
1,1,630,40.3942,-79.9046,988
1,1,630,32.9661,-96.7988,933
1,1,630,30.3054,-97.7497,920
1,1,630,40.7061,-111.9048,875
1,1,630,40.4448,-79.9725,860
1,1,630,61.1723,-149.8414,860
1,1,630,32.7025,-97.1196,829
1,1,630,30.3054,-97.7497,825
1,1,630,43.5329,-96.7265,805
1,1,630,30.4601,-84.2714,799
1,2,630,40.4353,-80.0747,785
1,2,630,41.321,-81.6752,715
1,1,630,29.4624,-98.5253,680
1,2,630,41.321,-81.6752,650
1,1,630,36.1106,-79.7406,650
1,1,630,40.8423,-79.8899,625
1,1,630,41.39,-81.527,593
1,1,631,34.1659,-118.1629,2460
1,1,631,34.1659,-118.1629,2375
1,1,631,34.1659,-118.1629,2325
1,1,631,41.8625,-87.6825,1649
1,2,631,41.8625,-87.6825,1365
1,1,631,47.2154,-122.4608,1085
1,1,631,29.7714,-95.4343,804
1,2,632,37.7599,-122.4379,4295
1,1,632,38.9348,-77.059,2175
1,1,632,42.0454,-87.6964,1795
1,2,632,45.5091,-122.6449,1575
1,2,632,30.3054,-97.7497,1553
1,1,632,40.5545,-74.4602,1425
1,1,632,30.3054,-97.7497,1270
1,1,632,37.53,-77.477,995
1,2,633,37.7599,-122.4379,3995
1,1,633,32.8212,-96.7853,1380
1,1,633,39.0459,-104.8179,1135
1,2,633,33.3898,-111.9272,1018
1,0,633,29.7714,-95.4343,885
1,2,634,34.0372,-118.2972,2715
1,1,634,36.137,-86.783,1796
1,1,634,47.616,-122.3275,1695
1,1,634,41.8625,-87.6825,1475
1,1,634,29.4624,-98.5253,1115
1,2,634,40.1145,-88.2723,1110
1,1,634,30.3054,-97.7497,1100
1,1,634,29.4624,-98.5253,915
1,1,634,29.7714,-95.4343,749
1,1,634,39.0744,-94.5521,490
1,1,634,32.4645,-93.7879,400
1,2,635,37.7599,-122.4379,4700
1,1,635,47.4696,-122.1655,1550
1,1,635,47.2154,-122.4608,1299
1,1,635,45.6558,-122.5888,1205
1,1,635,45.4851,-122.8349,1195
1,1,635,29.7714,-95.4343,1019
1,3,635,46.8608,-96.8096,960
1,1,635,29.7714,-95.4343,919
1,1,635,35.2016,-80.8124,879
1,1,635,44.9855,-93.3023,835
1,1,635,29.4624,-98.5253,807
1,1,635,34.2057,-77.8894,800
1,1,636,47.616,-122.3275,1499
1,1,636,39.736,-104.9819,1450
1,1,636,32.8212,-96.7853,1299
1,1,636,29.8831,-97.945,885
1,1,636,30.3054,-97.7497,865
1,1,637,30.3054,-97.7497,1863
1,1,637,47.5988,-122.1507,1490
1,1,637,43.0724,-89.4003,1449
1,1,637,36.0249,-78.4646,1407
1,1,637,38.9259,-94.6916,775
1,1,637,40.3613,-86.9005,625
1,1,638,38.6487,-77.3152,1463
1,1,638,32.0057,-102.1036,1130
1,1,638,28.1406,-82.6046,1111
1,1,638,30.3054,-97.7497,1040
1,1,638,32.8212,-96.7853,920
1,1,638,30.3054,-97.7497,919
1,1,638,29.7714,-95.4343,700
1,1,639,33.8618,-117.5596,1545
1,1,639,41.8625,-87.6825,1140
1,1,639,30.6505,-97.6809,1075
1,1,639,44.9545,-123.0072,795
1,1,639,35.471,-97.5299,773
1,1,640,42.2523,-71.1287,2150
1,1,640,34.152,-118.0876,1810
1,1,640,36.137,-86.783,1724
1,1,640,39.736,-104.9819,1672
1,1,640,30.3054,-97.7497,1455
1,1,640,40.1657,-105.1365,1361
1,1,640,42.9497,-85.6417,1312
1,1,640,36.137,-86.783,1310
1,1,640,44.9235,-93.4704,1295
1,1,640,47.4457,-122.1407,1270
1,1,640,47.8495,-122.2825,1250
1,1,640,30.3054,-97.7497,1200
1,1,640,40.4448,-79.9725,1075
1,1,640,39.9539,-74.9955,1045
1,1,640,39.9539,-74.9955,1035
1,1,640,30.4433,-97.6282,1015
1,1,640,30.3054,-97.7497,930
1,2,640,40.4969,-86.9659,920
1,1,640,29.6749,-95.4547,915
1,1,640,30.3054,-97.7497,909
1,3,640,32.9314,-97.0956,885
1,1,640,30.3054,-97.7497,872
1,1,640,32.9012,-96.7916,860
1,1,640,45.6208,-94.2092,845
1,1,640,29.7714,-95.4343,807
1,1,640,29.7714,-95.4343,774
1,1,640,42.5286,-92.4509,735
1,1,640,29.9142,-93.9383,721
1,1,640,43.5329,-96.7265,705
1,1,640,47.9179,-97.0658,685
1,1,640,39.8163,-98.5576,669
1,1,640,39.953,-83.7803,590
1,1,640,39.0744,-94.5521,558
1,1,640,43.4614,-88.8407,525
1,1,641,35.2016,-80.8124,989
1,1,641,39.4349,-76.6549,965
1,1,641,42.0259,-93.6516,720
1,1,642,38.9118,-77.0132,1922
1,1,642,34.431,-118.5222,1595
1,1,642,30.3054,-97.7497,1430
1,1,642,31.8666,-102.3901,1310
1,1,642,30.3054,-97.7497,1199
1,1,642,30.3054,-97.7497,1195
1,1,642,30.3054,-97.7497,1125
1,1,642,30.3054,-97.7497,1115
1,1,642,30.3054,-97.7497,985
1,1,642,29.4624,-98.5253,811
1,3,643,33.9855,-118.4532,3450
1,1,643,44.9484,-93.1976,1455
1,1,643,33.8056,-118.1696,1395
1,1,643,29.7714,-95.4343,1261
1,1,643,33.9649,-84.5107,1114
1,1,643,29.8966,-95.6028,965
1,1,643,36.1554,-115.1733,899
1,1,643,30.3054,-97.7497,830
1,1,643,29.7714,-95.4343,570
1,1,643,37.1892,-93.2908,560
1,1,644,47.8441,-122.1991,1681
1,1,644,47.8441,-122.1991,1669
1,1,644,42.1246,-71.1089,1650
1,1,644,47.4608,-122.2095,1369
1,1,644,47.4608,-122.2095,1364
1,1,644,47.7921,-122.3045,1360
1,1,644,38.6487,-77.3152,1320
1,1,644,47.4608,-122.2095,1289
1,1,644,30.3054,-97.7497,1095
1,1,644,30.6505,-97.6809,1059
1,1,644,39.8163,-98.5576,1040
1,1,644,30.3054,-97.7497,1000
1,1,644,32.8212,-96.7853,910
1,2,644,32.4846,-84.9356,350
1,1,645,38.8738,-77.1055,1986
1,1,645,28.1253,-82.4468,1002
1,1,645,45.6558,-122.5888,975
1,1,645,29.8831,-97.945,935
1,1,645,39.7953,-86.1387,885
1,1,645,39.0269,-94.6516,880
1,2,645,48.2469,-101.3017,675
1,1,645,36.0723,-79.8196,625
1,1,645,40.4775,-88.9786,610
1,1,645,42.5326,-90.6985,560
1,1,646,30.3054,-97.7497,1897
1,0,646,45.5091,-122.6449,1445
1,1,646,29.553,-98.3049,1020
1,1,646,29.4624,-98.5253,1012
1,1,646,29.4624,-98.5253,710
1,1,647,37.7599,-122.4379,3995
1,2,647,42.4194,-71.111,2085
1,1,647,40.3346,-74.5794,1425
1,1,647,40.3346,-74.5794,1425
1,1,647,40.3346,-74.5794,1425
1,1,647,30.3054,-97.7497,1080
1,1,647,35.5795,-80.8153,905
1,1,647,39.8679,-75.0911,890
1,1,647,39.8679,-75.0911,870
1,1,647,38.8562,-104.772,850
1,1,647,42.0259,-93.6516,825
1,1,647,33.7866,-84.1802,736
1,1,648,37.7599,-122.4379,3795
1,2,648,37.3695,-122.0241,2800
1,1,648,33.7848,-84.3922,1465
1.5,2,648,38.2722,-76.4664,1411
1,1,648,40.3034,-74.0707,1355
1,1,648,40.3034,-74.0707,1290
1,1,648,28.2966,-81.6162,1239
1,1,648,39.7953,-86.1387,1200
1,1,648,32.9455,-96.7962,1155
1,1,648,30.3054,-97.7497,993
1,1,648,30.3054,-97.7497,983
1,1,648,29.4624,-98.5253,865
1,1,648,29.4624,-98.5253,830
1,1,648,40.0656,-88.252,800
1,1,648,39.7953,-86.1387,785
1,1,648,33.9351,-84.5289,765
1,1,648,41.5927,-93.6276,690
1,1,648,31.7894,-95.632,675
1,1,648,39.7953,-86.1387,550
1,1,649,33.955,-118.3967,2440
1,1,649,38.8154,-104.7779,1186
1,1,649,38.8154,-104.7779,1153
1,1,649,33.5178,-112.0848,1115
1,1,649,35.471,-97.5299,1115
1,1,649,40.1145,-88.2723,1099
1,1,649,27.4081,-82.5233,1075
1,1,649,32.8212,-96.7853,975
1,1,649,35.471,-97.5299,928
1,1,649,43.0042,-88.0184,799
1,1,650,33.9932,-118.4609,2895
1,1,650,33.852,-118.3759,2795
1,2,650,40.7462,-74.0349,2500
1,1,650,34.0372,-118.2972,2395
1,1,650,33.9222,-118.4055,2395
1,1,650,47.616,-122.3275,2195
1,1,650,47.5126,-122.1934,2076
1,2,650,33.8056,-118.1696,2000
1,1,650,37.9913,-122.1643,1878
1,1,650,37.3108,-121.8645,1800
1,1,650,34.0372,-118.2972,1800
1,1,650,39.3191,-76.6126,1800
1,1,650,47.5126,-122.1934,1793
1,1,650,30.3054,-97.7497,1786
1,1,650,32.7876,-117.1265,1695
1,1,650,44.9855,-93.3023,1685
1,1,650,33.9296,-117.9939,1645
1,1,650,47.6829,-122.1209,1635
1,1,650,33.8288,-118.1827,1565
1,1,650,38.1172,-122.2313,1549
1,1,650,34.0372,-118.2972,1505
1,2,650,43.0724,-89.4003,1500
1,2,650,33.7834,-118.1506,1495
1,1,650,38.9974,-76.8818,1485
1,1,650,42.3882,-83.1122,1483
1,1,650,34.2002,-118.5394,1475
1,1,650,39.698,-105.1559,1463
1,0,650,39.0017,-77.0353,1456
2,3,650,32.8525,-97.1399,1448
1,1,650,47.3851,-122.1882,1429
1,1,650,40.862,-74.4061,1425
1,1,650,47.3866,-122.2109,1421
1,1,650,47.3866,-122.2109,1421
1,1,650,47.3866,-122.2109,1421
1,1,650,47.3866,-122.2109,1421
1,1,650,47.8056,-122.3716,1391
1,1,650,44.9405,-93.1027,1375
1,1,650,44.9855,-93.3023,1325
1,1,650,35.9966,-78.8991,1299
1,1,650,42.6398,-71.3184,1250
1,2,650,38.7999,-77.1072,1246
1,1,650,45.5091,-122.6449,1229
1,1,650,45.5091,-122.6449,1229
1,1,650,30.3054,-97.7497,1195
1,1,650,30.3054,-97.7497,1194
1,1,650,29.7714,-95.4343,1185
1,1,650,30.3054,-97.7497,1175
1,1,650,44.9855,-93.3023,1169
1,1,650,27.7873,-82.6772,1150
1,1,650,39.5197,-119.8342,1150
1,1,650,30.3054,-97.7497,1140
1,1,650,30.3054,-97.7497,1138
1,1,650,45.0684,-93.3317,1129
1,4,650,42.7242,-84.477,1100
1,1,650,33.5178,-112.0848,1100
1,1,650,40.7061,-111.9048,1100
1,1,650,29.7714,-95.4343,1095
1,1,650,29.7714,-95.4343,1091
1,1,650,39.9539,-74.9955,1075
1,1,650,33.8144,-84.2804,1064
1,1,650,30.3054,-97.7497,1060
1,2,650,39.1679,-84.4933,1055
1,3,650,33.9369,-84.306,1039
1,1,650,45.4305,-122.7798,1035
1,1,650,44.9855,-93.3023,1015
1,1,650,44.937,-93.4394,1009
1,1,650,33.8737,-84.5097,999
1,1,650,39.0744,-94.5521,995
1,1,650,41.9291,-71.0459,995
1,1,650,30.3054,-97.7497,990
1,1,650,29.4624,-98.5253,985
1,1,650,30.3054,-97.7497,980
1,1,650,29.4624,-98.5253,975
1,1,650,33.5944,-112.1837,975
1,1,650,33.4986,-112.0614,975
1,1,650,30.3054,-97.7497,975
1,1,650,43.6046,-116.2475,970
1,1,650,27.7873,-82.6772,960
1,2,650,39.0744,-94.5521,950
1,1,650,30.3054,-97.7497,950
1,1,650,43.0724,-89.4003,950
1,1,650,43.0724,-89.4003,925
1,1,650,39.842,-75.0295,925
